geoId,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+
GT,0.22591900105645554,0.21610284508438948,0.19051359077834376,0.14133317689582475,0.0950007889786575,0.05882130328334013,0.0401244348001936,0.021350538333506277,0.010834320789289004
HN,0.20253118548457447,0.2084522678737008,0.19237692193371006,0.1485103701226742,0.10578268216167665,0.06865602353975038,0.04241238017698429,0.020728836517305883,0.010549332189623253
MX,0.17194430805336172,0.1733497693949031,0.1685808492741949,0.14643315651531924,0.1283440988807553,0.09895058240166485,0.06410281955276328,0.03248757900950117,0.01580683691753638
NI,0.1988278758086959,0.18720671610496342,0.17601184925053065,0.15932423526172476,0.11518315044303358,0.07658175931541956,0.05264535544581567,0.022718812466469437,0.01150024590334685
PA,0.17933270108613023,0.1684004794695798,0.15719385144230233,0.14336692030718687,0.12895131325716702,0.10034815313360998,0.06550340597686828,0.036573924716230395,0.02032925061092508
AR,0.16476026067656718,0.15790658937006438,0.15482827079176004,0.14252243080144414,0.12673184045491684,0.0979060499391348,0.07807680792831596,0.0509038045744849,0.026363945463311753
BO,0.2025684164752782,0.19683802721641488,0.17472191665076822,0.14041762425159746,0.1060858325632533,0.0756951773185863,0.05271279631019507,0.03357663208067076,0.017383577133235944
BR,0.13679427383052237,0.14659640872448984,0.16044758103368645,0.16219823983421033,0.13860598379815783,0.1148911831985758,0.07949242086949913,0.04140748716515297,0.01956642154570537
CL,0.12701676362713965,0.13045886870142503,0.15670146732545137,0.15407887620395863,0.13488050899631823,0.12305112378714836,0.09373129368903635,0.05195203714292933,0.028129060526592895
CO,0.14571019598653256,0.15957971250214514,0.17387106045325582,0.15349560374761778,0.1267771496599918,0.1089556951999812,0.07411840099315126,0.03890819160329042,0.01858398985403422
EC,0.18578013111104308,0.1766125037266778,0.17208964884776223,0.14696084466073345,0.1183604204712788,0.0901849792496313,0.06165245711344857,0.03231434909817231,0.016044665721252436
GY,0.1876883997258947,0.1847935119933788,0.18473630077336858,0.11837509964287489,0.11508990425384494,0.10086592359886547,0.06529198699652539,0.02916500860075341,0.013993864414494022
